scenario_id,method,true_effect,true_direction,L1,L2a,L2b,estimated,rel_error,L2b_plus,err_excerpt,model,model_slug
s65,EVENT_STUDY,0.028,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s66,EVENT_STUDY,-0.012,negative,1,1,0,,,0,"Error in rowSums(event_data$ar - event_data$ar.x) : 
  'x' must be an array of at least two dimensions
Calls: suppressMessages -> withCallingHandlers -> rowSums
Execution halted",Kimi,moonshot-v1-128k
s66,EVENT_STUDY,-0.012,negative,1,1,1,-0.0338,1.8167,0,,Sonnet,claude-sonnet-4-20250514
s66,EVENT_STUDY,-0.012,negative,1,1,1,-0.06820738,4.6839,0,,GPT-4o,gpt-4o
s66,EVENT_STUDY,-0.012,negative,1,1,1,,,0,,o3,o3
s66,EVENT_STUDY,-0.012,negative,1,1,1,-0.0074,0.3833,1,,Opus,claude-opus-4-6
s66,EVENT_STUDY,-0.012,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s67,IV,0.4,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s67,IV,0.4,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s67,IV,0.4,positive,1,1,1,0.4872382,0.2181,1,,GPT-4o,gpt-4o
s67,IV,0.4,positive,1,1,1,0.487,0.2175,1,,o3,o3
s67,IV,0.4,positive,1,1,1,0.4872,0.218,1,,Opus,claude-opus-4-6
s67,IV,0.4,positive,1,1,1,1.0,1.5,0,,Gemini,gemini-2.5-flash
s68,IV,-0.35,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s68,IV,-0.35,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s68,IV,-0.35,negative,1,1,1,-0.4347463,0.2421,1,,GPT-4o,gpt-4o
s68,IV,-0.35,negative,1,1,1,0.376855,2.0767,0,,o3,o3
s68,IV,-0.35,negative,1,1,1,-0.4347,0.242,1,,Opus,claude-opus-4-6
s68,IV,-0.35,negative,1,1,1,-0.434746,0.2421,1,,Gemini,gemini-2.5-flash
s69,IV,0.3,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s69,IV,0.3,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s69,IV,0.3,positive,1,1,1,1.0,2.3333,0,,GPT-4o,gpt-4o
s69,IV,0.3,positive,1,1,1,0.4053975,0.3513,1,,o3,o3
s69,IV,0.3,positive,1,1,1,0.3954,0.318,1,,Opus,claude-opus-4-6
s69,IV,0.3,positive,1,1,0,,,0,"Error in summary(iv_model, diagnostics = TRUE)$diagnostics[1, ""F-Statistic""] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s70,IV,-0.25,negative,1,1,0,,,0,"Error in overid(second_stage, first_stage) : 
  could not find function ""overid""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s70,IV,-0.25,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s70,IV,-0.25,negative,1,1,1,-0.2924272,0.1697,1,,GPT-4o,gpt-4o
s70,IV,-0.25,negative,1,1,1,,,0,,o3,o3
s70,IV,-0.25,negative,1,1,1,-0.2924,0.1696,1,,Opus,claude-opus-4-6
s70,IV,-0.25,negative,1,1,1,0.3937,2.5748,0,,Gemini,gemini-2.5-flash
s71,IV,0.45,positive,1,1,0,,,0,"Error in bptest(second_stage, ~predict(first_stage) + controls, data = data,  : 
  formal argument ""data"" matched by multiple actual arguments
Calls: suppressMessages -> withCallingHandlers
Execution ",Kimi,moonshot-v1-128k
s71,IV,0.45,positive,1,1,1,0.5117,0.1371,1,,Sonnet,claude-sonnet-4-20250514
s71,IV,0.45,positive,1,1,1,0.51174554,0.1372,1,,GPT-4o,gpt-4o
s71,IV,0.45,positive,1,1,1,,,0,,o3,o3
s71,IV,0.45,positive,1,1,1,0.5117455,0.1372,1,,Opus,claude-opus-4-6
s71,IV,0.45,positive,1,1,0,,,0,"Error in if (!is.na(weak_instrument_fstat)) { : 
  argument is of length zero
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s72,IV,-0.4,negative,1,1,0,,,0,"Error in areg(x ~ z + controls, data = data, absorb = ""id"") : 
  could not find function ""areg""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s72,IV,-0.4,negative,1,1,1,0.304,1.76,0,,Sonnet,claude-sonnet-4-20250514
s72,IV,-0.4,negative,1,1,1,-0.4692516,0.1731,1,,GPT-4o,gpt-4o
s72,IV,-0.4,negative,1,1,0,,,0,"Error in match.arg(test) : 'arg' should be one of “Chisq”, “F”
Calls: suppressMessages ... linearHypothesis -> linearHypothesis.default -> match.arg
Execution halted",o3,o3
s72,IV,-0.4,negative,1,1,1,-0.4693,0.1732,1,,Opus,claude-opus-4-6
s72,IV,-0.4,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s73,IV,0.35,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s73,IV,0.35,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s73,IV,0.35,positive,1,1,1,0.4122,0.1777,1,,GPT-4o,gpt-4o
s73,IV,0.35,positive,1,1,0,,,0,"Error in anova.ivreg(iv, diagnostics = TRUE) : 
  argument ""object2"" is missing, with no default
Calls: suppressMessages ... anova -> anova.ivreg -> waldtest -> waldtest.default
Execution halted",o3,o3
s73,IV,0.35,positive,1,1,1,0.2203,0.3706,1,,Opus,claude-opus-4-6
s73,IV,0.35,positive,1,1,1,0.412201,0.1777,1,,Gemini,gemini-2.5-flash
s74,IV,-0.3,negative,1,1,0,,,0,"Error in constants(lhs, cnames_symb) : 
  The hypothesis ""z = 0"" is not well formed: contains bad coefficient/variable names.
Calls: suppressMessages ... linearHypothesis.default -> makeHypothesis -> ",Kimi,moonshot-v1-128k
s74,IV,-0.3,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s74,IV,-0.3,negative,1,1,0,,,0,"Error in phtest(iv_model, lm(y ~ x + controls, data = data)) : 
  could not find function ""phtest""
Calls: suppressMessages -> withCallingHandlers
Execution halted",GPT-4o,gpt-4o
s74,IV,-0.3,negative,1,1,1,0.3843,2.281,0,,o3,o3
s74,IV,-0.3,negative,1,1,1,-0.1539,0.487,1,,Opus,claude-opus-4-6
s74,IV,-0.3,negative,1,1,1,0.0692871449220491,1.231,0,,Gemini,gemini-2.5-flash
s75,IV,0.25,positive,1,1,0,,,0,"Error in library(clubSandwich) : 
  there is no package called ‘clubSandwich’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Kimi,moonshot-v1-128k
s75,IV,0.25,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s75,IV,0.25,positive,1,1,1,0.449853,0.7994,0,,GPT-4o,gpt-4o
s75,IV,0.25,positive,1,1,1,0.4498533,0.7994,0,,o3,o3
s75,IV,0.25,positive,1,1,0,,,0,"Error in summary(balance_test)$coefficients[""z"", ""Pvalue""] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",Opus,claude-opus-4-6
s75,IV,0.25,positive,1,1,0,,,0,"Error in se(iv_model) : could not find function ""se""
Calls: suppressMessages -> withCallingHandlers -> cat -> sprintf
Execution halted",Gemini,gemini-2.5-flash
s76,IV,-0.2,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s76,IV,-0.2,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s76,IV,-0.2,negative,1,1,1,-0.1936427,0.0318,1,,GPT-4o,gpt-4o
s76,IV,-0.2,negative,1,1,1,,,0,,o3,o3
s76,IV,-0.2,negative,1,1,1,-0.1936427,0.0318,1,,Opus,claude-opus-4-6
s76,IV,-0.2,negative,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",Gemini,gemini-2.5-flash
s77,IV,0.5,positive,1,1,0,,,0,"Error in bptest(second_stage, ~predicted_x + controls, data = data, order.by = ""fitted"") : 
  unused argument (order.by = ""fitted"")
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s77,IV,0.5,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s77,IV,0.5,positive,1,1,1,,,0,,GPT-4o,gpt-4o
s77,IV,0.5,positive,1,1,0,,,0,"Error in first_stage$diagnostics : 
  $ operator is invalid for atomic vectors
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3
s77,IV,0.5,positive,1,1,1,0.6373,0.2746,1,,Opus,claude-opus-4-6
s77,IV,0.5,positive,1,1,1,0.6373,0.2746,1,,Gemini,gemini-2.5-flash
s78,IV,-0.45,negative,1,1,0,,,0,"Error in x$terms : $ operator is invalid for atomic vectors
Calls: suppressMessages ... model.matrix.default -> terms -> terms.default -> %||% -> %||%
Execution halted",Kimi,moonshot-v1-128k
s78,IV,-0.45,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s78,IV,-0.45,negative,1,1,1,-0.314225,0.3017,1,,GPT-4o,gpt-4o
s78,IV,-0.45,negative,1,1,0,,,0,"Error in fs$diagnostics[""weak"", ] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers -> print
Execution halted",o3,o3
s78,IV,-0.45,negative,1,1,1,-0.3142,0.3018,1,,Opus,claude-opus-4-6
s78,IV,-0.45,negative,1,1,1,0.315128,1.7003,0,,Gemini,gemini-2.5-flash
s79,IV,0.2,positive,1,1,0,,,0,"Error in bptest(second_stage, ~predict(first_stage) + controls, data = data,  : 
  unused argument (order.by = ""nw"")
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s79,IV,0.2,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s79,IV,0.2,positive,1,1,1,0.166640871067737,0.1668,1,,GPT-4o,gpt-4o
s79,IV,0.2,positive,1,1,1,1.024525,4.1226,0,,o3,o3
s79,IV,0.2,positive,1,1,1,0.2292,0.146,1,,Opus,claude-opus-4-6
s79,IV,0.2,positive,1,1,0,,,0,"Error in iv_diag[""Weak instrument"", ""F-Statistic""] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s80,IV,-0.15,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s80,IV,-0.15,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s80,IV,-0.15,negative,1,1,0,,,0,"Error in array(x, c(length(x), 1L), if (!is.null(names(x))) list(names(x),  : 
  'data' must be of a vector type, was 'NULL'
Calls: suppressMessages ... sargan_test -> as.matrix -> as.matrix.default -",GPT-4o,gpt-4o
s80,IV,-0.15,negative,1,1,1,0.5813,4.8753,0,,o3,o3
s80,IV,-0.15,negative,1,1,1,-0.3029,1.0193,0,,Opus,claude-opus-4-6
s80,IV,-0.15,negative,1,1,0,,,0,"Error in summary_iv$diagnostics[""Weak instrument test"", ""statistic""] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s81,IV,0.3,positive,1,1,0,,,0,"Error in coeftest(second_stage, vcovHC(first_stage, type = ""HC1""), se = TRUE)$estimate : 
  $ operator is invalid for atomic vectors
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s81,IV,0.3,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s81,IV,0.3,positive,1,1,1,,,0,,GPT-4o,gpt-4o
s81,IV,0.3,positive,1,1,1,0.3877025,0.2923,1,,o3,o3
s81,IV,0.3,positive,1,1,1,0.3877025,0.2923,1,,Opus,claude-opus-4-6
s81,IV,0.3,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s82,IV,-0.25,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s82,IV,-0.25,negative,1,1,1,0.003635,1.0145,0,,Sonnet,claude-sonnet-4-20250514
s82,IV,-0.25,negative,1,1,1,0.0036345,1.0145,0,,GPT-4o,gpt-4o
s82,IV,-0.25,negative,1,1,1,,,0,,o3,o3
s82,IV,-0.25,negative,1,1,1,0.0036,1.0144,0,,Opus,claude-opus-4-6
s82,IV,-0.25,negative,1,1,1,0.4672,2.8688,0,,Gemini,gemini-2.5-flash
s83,IV,0.15,positive,1,1,0,,,0,"Error: unexpected ',' in:
""library(AER)
estat_overid,""
Execution halted",Kimi,moonshot-v1-128k
s83,IV,0.15,positive,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s83,IV,0.15,positive,1,1,1,0.08307,0.4462,1,,GPT-4o,gpt-4o
s83,IV,0.15,positive,1,1,1,,,0,,o3,o3
s83,IV,0.15,positive,1,1,1,0.8926,4.9507,0,,Opus,claude-opus-4-6
s83,IV,0.15,positive,1,1,1,0.892577,4.9505,0,,Gemini,gemini-2.5-flash
s84,IV,-0.35,negative,1,1,0,,,0,"Error in vif.default(data = data, model = ivreg(y ~ x | z + controls,  : 
  argument ""mod"" is missing, with no default
Calls: suppressMessages -> withCallingHandlers -> vif -> vif.default -> coef
Exec",Kimi,moonshot-v1-128k
s84,IV,-0.35,negative,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s84,IV,-0.35,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s84,IV,-0.35,negative,1,1,0,,,0,"Error in x$terms %||% attr(x, ""terms"") %||% stop(""no terms component nor attribute"") : 
  no terms component nor attribute
Calls: suppressMessages ... model.matrix.default -> terms -> terms.default ->",o3,o3
s84,IV,-0.35,negative,1,1,1,0.39413,2.1261,0,,Opus,claude-opus-4-6
s84,IV,-0.35,negative,1,1,1,-0.189,0.46,1,,Gemini,gemini-2.5-flash
s85,RDD,0.25,positive,1,1,0,,,0,"Error in rdrobust(y ~ running_var | treated, data = data, kernel = ""triangular"",  : 
  unused arguments (data = data, degree = 2)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s85,RDD,0.25,positive,1,1,0,,,0,"Error in rddensity(data$running_var, c = cutoff) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s85,RDD,0.25,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s85,RDD,0.25,positive,1,1,0,,,0,"Error in round(rd_main$pval[1], 4) : 
  non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",o3,o3
s85,RDD,0.25,positive,1,1,1,0.2766505,0.1066,1,,Opus,claude-opus-4-6
s85,RDD,0.25,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s86,RDD,0.2,positive,1,1,0,,,0,"Error in rdrobust(y ~ running_var + treated + I(running_var^2), data = data,  : 
  unused argument (data = data)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s86,RDD,0.2,positive,1,1,0,,,0,"Error in rdrobust(data$y, data$age_centered, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Sonnet,claude-sonnet-4-20250514
s86,RDD,0.2,positive,1,1,1,1.0,4.0,0,,GPT-4o,gpt-4o
s86,RDD,0.2,positive,1,1,1,0.2015,0.0075,1,,o3,o3
s86,RDD,0.2,positive,1,1,1,0.201513,0.0076,1,,Opus,claude-opus-4-6
s86,RDD,0.2,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s87,RDD,0.3,positive,1,1,1,,,0,`geom_smooth()` using formula = 'y ~ x',Kimi,moonshot-v1-128k
s87,RDD,0.3,positive,1,1,1,0.2592,0.136,1,,Sonnet,claude-sonnet-4-20250514
s87,RDD,0.3,positive,1,1,1,1.0,2.3333,0,,GPT-4o,gpt-4o
s87,RDD,0.3,positive,1,1,0,,,0,"Error in rdrobust(y = df$y, x = df$running_var, c = 0, p = 1, kernel = ""triangular"") : 
  
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",o3,o3
s87,RDD,0.3,positive,1,1,1,0.2592,0.136,1,,Opus,claude-opus-4-6
s87,RDD,0.3,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$running_var, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Gemini,gemini-2.5-flash
s88,RDD,0.15,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s88,RDD,0.15,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$running_var, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Sonnet,claude-sonnet-4-20250514
s88,RDD,0.15,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s88,RDD,0.15,positive,1,1,0,,,0,"Error in rdrobust(y = df$y, x = df$running, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",o3,o3
s88,RDD,0.15,positive,1,1,1,0.1181,0.2127,1,,Opus,claude-opus-4-6
s88,RDD,0.15,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$running_var, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Gemini,gemini-2.5-flash
s89,RDD,0.22,positive,1,1,0,,,0,"Error in rdrobust(y ~ running_var | treated, data = data, c = 0.5, h = 0.05) : 
  unused argument (data = data)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s89,RDD,0.22,positive,1,1,0,,,0,"Error in rddensity(data$running_var_centered, c = 0) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s89,RDD,0.22,positive,1,1,1,1.0,3.5455,0,,GPT-4o,gpt-4o
s89,RDD,0.22,positive,1,1,1,,,0,,o3,o3
s89,RDD,0.22,positive,1,1,1,0.2891448,0.3143,1,,Opus,claude-opus-4-6
s89,RDD,0.22,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s90,RDD,0.25,positive,1,1,0,,,0,"Error in chol.default(crossprod(x)) : 
  the leading minor of order 3 is not positive
Calls: suppressMessages ... rdrobust -> qrXXinv -> chol2inv -> chol -> chol.default
Execution halted",Kimi,moonshot-v1-128k
s90,RDD,0.25,positive,1,1,1,0.1806,0.2776,1,,Sonnet,claude-sonnet-4-20250514
s90,RDD,0.25,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s90,RDD,0.25,positive,1,1,1,1.0,3.0,0,,o3,o3
s90,RDD,0.25,positive,1,1,1,1.0,3.0,0,,Opus,claude-opus-4-6
s90,RDD,0.25,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s91,RDD,0.18,positive,1,1,0,,,0,"Error in if (var(T_l) == 0 | var(T_r) == 0) perf_comp = TRUE : 
  missing value where TRUE/FALSE needed
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Kimi,moonshot-v1-128k
s91,RDD,0.18,positive,1,1,1,0.3122,0.7344,0,,Sonnet,claude-sonnet-4-20250514
s91,RDD,0.18,positive,1,1,0,,,0,"Error in rdplot(data$y, data$running_var, c = 0.15, title = ""RDD Plot of Log Neonatal Mortality by Birth Weight"",  : 
  unused arguments (xlabel = ""Birth Weight (grams)"", ylabel = ""Log Neonatal Mortal",GPT-4o,gpt-4o
s91,RDD,0.18,positive,1,1,1,0.0542,0.6989,0,,o3,o3
s91,RDD,0.18,positive,1,1,1,0.3134036,0.7411,0,,Opus,claude-opus-4-6
s91,RDD,0.18,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s92,RDD,0.3,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$running_var, c = cutoff, h = 0.05,  : 
  unused arguments (degree = 2, bias = TRUE)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s92,RDD,0.3,positive,1,1,0,,,0,"Error in rddensity(data$running_var, c = cutoff) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s92,RDD,0.3,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s92,RDD,0.3,positive,1,1,1,0.3017534,0.0058,1,"`geom_smooth()` using formula = 'y ~ x'
`geom_smooth()` using formula = 'y ~ x'",o3,o3
s92,RDD,0.3,positive,1,1,1,0.3070864,0.0236,1,,Opus,claude-opus-4-6
s92,RDD,0.3,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s93,RDD,0.2,positive,1,1,0,,,0,"Error in rdplot(data$running_var, data$y, data$treated, c = 0.05, xlab = ""Elevation"",  : 
  unused arguments (xlab = ""Elevation"", ylab = ""Deforestation Rate"")
Calls: suppressMessages -> withCallingHan",Kimi,moonshot-v1-128k
s93,RDD,0.2,positive,1,1,0,,,0,"Error in rddensity(data$running_var_centered, c = 0) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s93,RDD,0.2,positive,1,1,1,1.0,4.0,0,,GPT-4o,gpt-4o
s93,RDD,0.2,positive,1,1,1,1.0,4.0,0,"`geom_smooth()` using formula = 'y ~ x'
`geom_smooth()` using formula = 'y ~ x'",o3,o3
s93,RDD,0.2,positive,1,1,1,0.1535,0.2325,1,,Opus,claude-opus-4-6
s93,RDD,0.2,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s94,RDD,0.22,positive,1,1,0,,,0,"Error in rdrobust(y ~ running_var | treated, data = data, c = 0.1, h = 0.1) : 
  unused argument (data = data)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s94,RDD,0.22,positive,1,1,0,,,0,"Error in chol.default(crossprod(x)) : 
  the leading minor of order 1 is not positive
Calls: suppressMessages ... rdrobust_bw -> qrXXinv -> chol2inv -> chol -> chol.default
Execution halted",Sonnet,claude-sonnet-4-20250514
s94,RDD,0.22,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s94,RDD,0.22,positive,1,1,0,,,0,"Error in rdrobust(y = df$y, x = df$running_var, c = cutoff) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",o3,o3
s94,RDD,0.22,positive,1,1,1,0.1952524,0.1125,1,,Opus,claude-opus-4-6
s94,RDD,0.22,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s95,RDD,0.28,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = running_var, c = cutoff, h = 0.5, x2 = NULL,  : 
  unused arguments (x2 = NULL, control = NULL)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s95,RDD,0.28,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$age_from_21, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",Sonnet,claude-sonnet-4-20250514
s95,RDD,0.28,positive,1,1,1,1.0,2.5714,0,,GPT-4o,gpt-4o
s95,RDD,0.28,positive,1,1,0,,,0,"Error in rddensity(X = df$running_var, c = 0) : 
  The cutoff should be set within the range of the data.
Calls: suppressMessages -> withCallingHandlers -> rddensity
Execution halted",o3,o3
s95,RDD,0.28,positive,1,1,1,0.2636,0.0586,1,,Opus,claude-opus-4-6
s95,RDD,0.28,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s96,RDD,0.15,positive,1,1,0,,,0,"Error in rdrobust(y ~ running_var, data = data, c = cutoff, h = ""rd"",  : 
  unused argument (data = data)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s96,RDD,0.15,positive,1,1,1,0.2749,0.8327,0,,Sonnet,claude-sonnet-4-20250514
s96,RDD,0.15,positive,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s96,RDD,0.15,positive,1,1,1,0.2596,0.7307,0,,o3,o3
s96,RDD,0.15,positive,1,1,1,0.2465,0.6433,0,,Opus,claude-opus-4-6
s96,RDD,0.15,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s97,RDD,0.18,positive,1,1,0,,,0,"Error in rdrobust(data$running_var, data$treated, data$y, c = 0.4949,  : 
  unused argument (degree = 1)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s97,RDD,0.18,positive,1,1,0,,,0,"Error in rddensity(data$running_var_centered, c = 0) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s97,RDD,0.18,positive,1,1,0,,,0,"Error in rdrobust(y = data$y, x = data$running_var, c = 0) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",GPT-4o,gpt-4o
s97,RDD,0.18,positive,1,1,0,,,0,"Error in rdrobust(y = dat$y, x = dat$running_var, c = cutoff) : 
Calls: suppressMessages -> withCallingHandlers -> rdrobust
Execution halted",o3,o3
s97,RDD,0.18,positive,1,1,0,,,0,"Error: object 'rdd_type' not found
Execution halted",Opus,claude-opus-4-6
s97,RDD,0.18,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s98,RDD,0.12,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s98,RDD,0.12,positive,1,1,0,,,0,"Error in rddensity(data$running_var_centered, c = 0) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Sonnet,claude-sonnet-4-20250514
s98,RDD,0.12,positive,1,1,1,1.0,7.3333,0,,GPT-4o,gpt-4o
