scenario_id,method,dgp_effect,dgp_direction,true_effect,true_direction,baseline,baseline_effect,baseline_direction,baseline_source,baseline_available,canonical_status,L1,L2a,L2b,estimated,rel_error,L2b_plus,err_excerpt,model,model_slug
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2905,0.0001,1,,Sonnet,claude-sonnet-4-20250514
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,GPT-4o,gpt-4o
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, period) | unit_id + peri...: 
Evaluation of the right-hand-side of the formula raises an error: 
  dimension extent is '0' while length of names is '1'
Execution hal",o3,o3
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2905,0.0001,1,,Opus,claude-opus-4-6
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2905,0.0001,1,,Gemini,gemini-2.5-flash
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: unexpected '|' in:
""    ""| 95% CI = ["", round(ci_twfe_2c[1], 4), "","", round(ci_twfe_2c[2], 4), ""]"",
    |""
Execution halted",GPT-5,gpt-5
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.616545,1.9773,0,,Kimi,moonshot-v1-128k
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2071,0.0001,1,,Sonnet,claude-sonnet-4-20250514
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2070831,0.0,1,,GPT-4o,gpt-4o
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",o3,o3
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.550747,1.6595,0,,Opus,claude-opus-4-6
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.550747,1.6595,0,,Gemini,gemini-2.5-flash
s36,DID,0.22,positive,0.207083,positive,canonical,0.207083,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2071,0.0001,1,,GPT-5,gpt-5
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.222978,2.2321,0,,Kimi,moonshot-v1-128k
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.181,0.0002,1,,Sonnet,claude-sonnet-4-20250514
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.44924,3.4824,0,,GPT-4o,gpt-4o
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in coeftest(did_naive, vcov. = vcovHC(did_naive, type = ""HC1"")) : 
  could not find function ""coeftest""
Calls: suppressMessages -> withCallingHandlers -> print
Execution halted",o3,o3
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.181,0.0002,1,,Opus,claude-opus-4-6
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.449236,3.4824,0,,Gemini,gemini-2.5-flash
s37,DID,-0.15,negative,-0.180967,negative,canonical,-0.180967,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in x$p : $ operator is invalid for atomic vectors
Calls: suppressMessages -> withCallingHandlers -> sapply -> lapply -> FUN
Execution halted",GPT-5,gpt-5
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.25744,2.5969,0,,Kimi,moonshot-v1-128k
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(lfe) : there is no package called ‘lfe’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.161,0.0013,1,,GPT-4o,gpt-4o
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0," ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the 'panel",o3,o3
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1612,0.0001,1,,Opus,claude-opus-4-6
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.44001,3.7294,0,,Gemini,gemini-2.5-flash
s38,DID,-0.2,negative,-0.161211,negative,canonical,-0.161211,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1612,0.0001,1,,GPT-5,gpt-5
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.197254,0.0,1,,Kimi,moonshot-v1-128k
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.57785,1.9295,0,,Sonnet,claude-sonnet-4-20250514
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1972537,0.0,1,,GPT-4o,gpt-4o
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,", ssc = ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the",o3,o3
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1973,0.0002,1,,Opus,claude-opus-4-6
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",Gemini,gemini-2.5-flash
s39,DID,0.15,positive,0.197254,positive,canonical,0.197254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1973,0.0002,1,,GPT-5,gpt-5
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.760546,0.8426,0,,Kimi,moonshot-v1-128k
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4505,0.0915,1,,Sonnet,claude-sonnet-4-20250514
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4127509,0.0,1,,GPT-4o,gpt-4o
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, period) | unit_id + peri...: 
Evaluation of the right-hand-side of the formula raises an error: 
  dimension extent is '0' while length of names is '1'
Execution hal",o3,o3
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4128,0.0001,1,,Opus,claude-opus-4-6
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,", ssc = ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the",Gemini,gemini-2.5-flash
s40,DID,0.3,positive,0.412751,positive,canonical,0.412751,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ treated:post | unit_id + period + unit_...: 
All observations are fixed-effects singletons. The estimation cannot be
done.
Execution halted",GPT-5,gpt-5
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.27122,4.2006,0,,Kimi,moonshot-v1-128k
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in sprintf(""Interpretation: The ACA mandate %.4f log premium points\n"",  : 
  invalid format '%.4f'; use format %s for character objects
Calls: suppressMessages -> withCallingHandlers -> cat -> ",Sonnet,claude-sonnet-4-20250514
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,GPT-4o,gpt-4o
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",o3,o3
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.0847,0.0005,1,,Opus,claude-opus-4-6
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in etable(model_did_ols, se.type = ""robust"") : 
  The second element of '...' (named 'se.type') is not valid: it should be a fixest object or a list of fixest objects, it is neither.
Calls: supp",Gemini,gemini-2.5-flash
s41,DID,-0.1,negative,-0.08474,negative,canonical,-0.08474,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",GPT-5,gpt-5
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.673488,2.6974,0,,Kimi,moonshot-v1-128k
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.35472267,0.9474,0,,Sonnet,claude-sonnet-4-20250514
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.182152,0.0,1,,GPT-4o,gpt-4o
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in cat(""95% CI: "", round(confint(did_twfe, ""treat_x_post""), 4),  : 
  argument 2 (type 'list') cannot be handled by 'cat'
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",o3,o3
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error: in feols(y ~ i(period, treated, ref = max(df$period[...: 
The variable 'df' is in the RHS (first part) of the formula but not in the
data set.
Execution halted",Opus,claude-opus-4-6
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1822,0.0003,1,,Gemini,gemini-2.5-flash
s42,DID,0.2,positive,0.182152,positive,canonical,0.182152,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1822,0.0003,1,,GPT-5,gpt-5
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.118652,1.6302,0,,Kimi,moonshot-v1-128k
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1883,0.0001,1,,Sonnet,claude-sonnet-4-20250514
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.188,0.0014,1,,GPT-4o,gpt-4o
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in etable(event_mod, se.bare = ""cluster"") : 
  The second element of '...' (named 'se.bare') is not valid: it should be a fixest object or a list of fixest objects, it is neither.
Calls: suppres",o3,o3
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1883,0.0001,1,,Opus,claude-opus-4-6
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1882721,0.0,1,,Gemini,gemini-2.5-flash
s43,DID,-0.25,negative,-0.188272,negative,canonical,-0.188272,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1883,0.0001,1,,GPT-5,gpt-5
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in coef(did_model)[""treat_x_post"", 1] : 
  incorrect number of dimensions
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1433,0.0003,1,,Sonnet,claude-sonnet-4-20250514
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.42567,1.9714,0,,GPT-4o,gpt-4o
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ treat_x_post | unit_id + period, data =...: 
The only variable, 'treat_x_post', is collinear with the fixed effects.
Without doubt, your model is misspecified.
Execution halted",o3,o3
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1433,0.0003,1,,Opus,claude-opus-4-6
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1432542,0.0,1,,Gemini,gemini-2.5-flash
s44,DID,0.12,positive,0.143254,positive,canonical,0.143254,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.7416,4.1768,0,,GPT-5,gpt-5
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.216644,1.7775,0,,Kimi,moonshot-v1-128k
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ treat_x_post + treated + post | unit_id...: 
You cannot use the argument 'vcov' in combination with 'cluster'.
Execution halted",Sonnet,claude-sonnet-4-20250514
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2786443,0.0,1,,GPT-4o,gpt-4o
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ faux_int | unit_id + period, data = dat...: 
The data set contains 0 observation: the estimation cannot be done.
Execution halted",o3,o3
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2786,0.0002,1,,Opus,claude-opus-4-6
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s45,DID,-0.12,negative,-0.278644,negative,canonical,-0.278644,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2786,0.0002,1,,GPT-5,gpt-5
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.30449,2.7016,0,,Kimi,moonshot-v1-128k
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(lfe) : there is no package called ‘lfe’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.428118,1.3924,0,,GPT-4o,gpt-4o
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1789,0.0003,1,,o3,o3
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.1789,0.0003,1,,Opus,claude-opus-4-6
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,Gemini,gemini-2.5-flash
s46,DID,0.08,positive,-0.178946,negative,canonical,-0.178946,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in ct_twfe[""treat_x_post"", ""Pr(>t)""] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers -> unname
Execution halted",GPT-5,gpt-5
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.251963,0.0,1,,Kimi,moonshot-v1-128k
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ placebo_interact | unit_id + period, da...: 
The only variable, 'placebo_interact', is collinear with the fixed effects.
Without doubt, your model is misspecified.
Execution halted",Sonnet,claude-sonnet-4-20250514
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.0,4.9688,0,,GPT-4o,gpt-4o
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,o3,o3
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.252,0.0001,1,,Opus,claude-opus-4-6
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in etable(model_did_fe, model_ols_did, headers = list(`DID with FE` = ""model_did_fe"",  : 
  The second element of '...' is not valid: it should be a fixest object or a list of fixest objects, it",Gemini,gemini-2.5-flash
s47,DID,-0.18,negative,-0.251963,negative,canonical,-0.251963,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: 'coef' is not an exported object from 'namespace:fixest'
Execution halted",GPT-5,gpt-5
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4128588,0.326,1,,Kimi,moonshot-v1-128k
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3114,0.0001,1,,Sonnet,claude-sonnet-4-20250514
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.39045,0.254,1,,GPT-4o,gpt-4o
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(leadlag_fml, data = df, cluster = ""unit_id""): 
The variable 'D' is in the RHS (first part) of the formula but not in the
data set.
Maybe you meant: `D-3`, `D-2`, `D-1`, `D0`, `D1`, `D2",o3,o3
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3113586,0.0,1,,Opus,claude-opus-4-6
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3114,0.0001,1,,Gemini,gemini-2.5-flash
s48,DID,0.1,positive,0.311359,positive,canonical,0.311359,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ treat_x_post | unit_id + period + unit_...: 
All observations are fixed-effects singletons. The estimation cannot be
done.
Execution halted",GPT-5,gpt-5
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.366824,12.9963,0,,Kimi,moonshot-v1-128k
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.380923,13.4574,0,,Sonnet,claude-sonnet-4-20250514
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.0,33.7033,0,,GPT-4o,gpt-4o
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ treated * post | unit_id + period + i(u...: 
The fixed-effects part of the formula (unit_id + per..) is not valid:

  The function i() should not be used in the fixed-effects part ",o3,o3
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.0306,0.0007,1,,Opus,claude-opus-4-6
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: 'coef' is not an exported object from 'namespace:fixest'
Execution halted",Gemini,gemini-2.5-flash
s49,DID,-0.15,negative,-0.030578,negative,canonical,-0.030578,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.5,17.3516,0,,GPT-5,gpt-5
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.703571,0.7321,0,,Kimi,moonshot-v1-128k
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4062,0.0,1,,Sonnet,claude-sonnet-4-20250514
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.848954,1.09,0,,GPT-4o,gpt-4o
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in Math.data.frame(list(Model = c(""Simple"", ""TWFE"", ""Trend FE"",  : 
  non-numeric-alike variable(s) in data frame: Model
Calls: suppressMessages -> withCallingHandlers -> print -> Math.data.fram",o3,o3
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4062,0.0,1,,Opus,claude-opus-4-6
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4062,0.0,1,,Gemini,gemini-2.5-flash
s50,DID,0.25,positive,0.406195,positive,canonical,0.406195,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,GPT-5,gpt-5
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,Kimi,moonshot-v1-128k
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.0536,1.7906,0,,Sonnet,claude-sonnet-4-20250514
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-1.0,51.0644,0,,GPT-4o,gpt-4o
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-1.7827,91.8151,0,,o3,o3
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.0324,0.6869,0,,Opus,claude-opus-4-6
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s51,EVENT_STUDY,-0.02,negative,-0.019207,negative,canonical,-0.019207,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-1.7827,91.8151,0,,GPT-5,gpt-5
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,Kimi,moonshot-v1-128k
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"│     └─base::lapply(.x, .f, ...)
 10. │       └─dplyr (local) FUN(X[[i]], ...)
 11. │         └─mask$eval_all_summarise(quo)
 12. │           └─dplyr (local) eval()
 13. ├─stats::lm(ret ~ mkt_ret)
 1",Sonnet,claude-sonnet-4-20250514
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in lm.fit(x, y, offset = offset, singular.ok = singular.ok, ...) : 
  0 (non-NA) cases
Calls: suppressMessages ... eval_tidy -> calculate_abnormal_returns -> lm -> lm.fit
Execution halted",GPT-4o,gpt-4o
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in lm.fit(x, y, offset = offset, singular.ok = singular.ok, ...) : 
  0 (non-NA) cases
Calls: suppressMessages ... do -> do.grouped_df -> eval_tidy -> tidy -> lm -> lm.fit
Execution halted",o3,o3
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.0507,0.9936,0,,Opus,claude-opus-4-6
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s52,EVENT_STUDY,0.025,positive,0.025432,positive,canonical,0.025432,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.0264,0.0381,1,,GPT-5,gpt-5
s53,EVENT_STUDY,-0.03,negative,-0.02978,negative,canonical,-0.02978,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) : 
  contrasts can be applied only to factors with 2 or more levels
Calls: suppressMessages ... model.matrix -> model.matrix.default -",Kimi,moonshot-v1-128k
s53,EVENT_STUDY,-0.03,negative,-0.02978,negative,canonical,-0.02978,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-1.0,32.5796,0,,Sonnet,claude-sonnet-4-20250514
