paper_id,method,difficulty,model,gt_direction,S1_latter_half_pred,S1_latter_half_match,S2_section6_pred,S2_section6_match,S3_llm_judge_pred,S3_llm_judge_match,S4_structured_pred,S4_structured_match
paper_112,EVENT_STUDY,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_113,IV,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_113,IV,easy,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_113,IV,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_113,IV,easy,o3,positive,negative,0,positive,1,positive,1,unstated,0
paper_113,IV,easy,Opus,positive,negative,0,positive,1,positive,1,unstated,0
paper_113,IV,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_114,IV,medium,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_114,IV,medium,Sonnet,negative,positive,0,positive,0,positive,0,unstated,0
paper_114,IV,medium,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_114,IV,medium,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_114,IV,medium,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_114,IV,medium,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_115,IV,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_115,IV,hard,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_115,IV,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_115,IV,hard,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_115,IV,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_115,IV,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_116,RDD,easy,Kimi,null,positive,0,positive,0,positive,0,positive,0
paper_116,RDD,easy,Sonnet,null,positive,0,positive,0,positive,0,positive,0
paper_116,RDD,easy,GPT-4o,null,positive,0,positive,0,positive,0,positive,0
paper_116,RDD,easy,o3,null,positive,0,positive,0,positive,0,mixed,0
paper_116,RDD,easy,Opus,null,negative,0,,0,,0,unstated,0
paper_116,RDD,easy,Gemini,null,positive,0,positive,0,negative,0,unstated,0
paper_117,RDD,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_117,RDD,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_117,RDD,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_117,RDD,medium,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_117,RDD,medium,Opus,positive,positive,1,positive,1,mixed,0,unstated,0
paper_117,RDD,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_118,DID,easy,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_118,DID,easy,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_118,DID,easy,GPT-4o,negative,positive,0,positive,0,negative,1,negative,1
paper_118,DID,easy,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_118,DID,easy,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_118,DID,easy,Gemini,negative,positive,0,positive,0,negative,1,unstated,0
paper_119,DID,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_119,DID,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_119,DID,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_119,DID,medium,o3,positive,negative,0,positive,1,positive,1,unstated,0
paper_119,DID,medium,Opus,positive,negative,0,positive,1,positive,1,unstated,0
paper_119,DID,medium,Gemini,positive,positive,1,negative,0,positive,1,unstated,0
paper_120,DID,hard,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_120,DID,hard,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_120,DID,hard,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_120,DID,hard,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_120,DID,hard,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_120,DID,hard,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_121,EVENT_STUDY,easy,Kimi,positive,negative,0,negative,0,negative,0,negative,0
paper_121,EVENT_STUDY,easy,Sonnet,positive,negative,0,negative,0,,0,unstated,0
paper_121,EVENT_STUDY,easy,GPT-4o,positive,negative,0,negative,0,mixed,0,negative,0
paper_121,EVENT_STUDY,easy,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_121,EVENT_STUDY,easy,Opus,positive,negative,0,negative,0,positive,1,unstated,0
paper_121,EVENT_STUDY,easy,Gemini,positive,negative,0,negative,0,,0,unstated,0
paper_122,EVENT_STUDY,medium,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_122,EVENT_STUDY,medium,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_122,EVENT_STUDY,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_122,EVENT_STUDY,medium,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_122,EVENT_STUDY,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_122,EVENT_STUDY,medium,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_123,IV,medium,Kimi,positive,negative,0,negative,0,negative,0,negative,0
paper_123,IV,medium,Sonnet,positive,negative,0,negative,0,negative,0,unstated,0
paper_123,IV,medium,GPT-4o,positive,positive,1,positive,1,negative,0,positive,1
paper_123,IV,medium,o3,positive,negative,0,negative,0,negative,0,negative,0
paper_123,IV,medium,Opus,positive,positive,1,positive,1,negative,0,unstated,0
paper_123,IV,medium,Gemini,positive,positive,1,negative,0,negative,0,unstated,0
paper_124,IV,hard,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_124,IV,hard,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_124,IV,hard,GPT-4o,negative,negative,1,negative,1,negative,1,positive,0
paper_124,IV,hard,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_124,IV,hard,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_124,IV,hard,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_125,RDD,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_125,RDD,easy,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_125,RDD,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_125,RDD,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_125,RDD,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_125,RDD,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_126,RDD,medium,Kimi,negative,positive,0,positive,0,negative,1,negative,1
paper_126,RDD,medium,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_126,RDD,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_126,RDD,medium,o3,negative,negative,1,negative,1,positive,0,unstated,0
paper_126,RDD,medium,Opus,negative,positive,0,negative,1,negative,1,unstated,0
paper_126,RDD,medium,Gemini,negative,negative,1,negative,1,positive,0,unstated,0
paper_127,RDD,hard,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_127,RDD,hard,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_127,RDD,hard,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_127,RDD,hard,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_127,RDD,hard,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_127,RDD,hard,Gemini,negative,negative,1,negative,1,negative,1,negative,1
paper_128,DID,easy,Kimi,positive,positive,1,positive,1,positive,1,mixed,0
paper_128,DID,easy,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_128,DID,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_128,DID,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_128,DID,easy,Opus,positive,positive,1,positive,1,positive,1,positive,1
paper_128,DID,easy,Gemini,positive,positive,1,negative,0,positive,1,negative,0
paper_129,DID,medium,Kimi,negative,positive,0,positive,0,negative,1,negative,1
paper_129,DID,medium,Sonnet,negative,positive,0,positive,0,negative,1,negative,1
paper_129,DID,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_129,DID,medium,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_129,DID,medium,Opus,negative,positive,0,negative,1,negative,1,unstated,0
paper_129,DID,medium,Gemini,negative,negative,1,negative,1,negative,1,negative,1
paper_130,DID,hard,Kimi,negative,positive,0,positive,0,negative,1,positive,0
paper_130,DID,hard,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_130,DID,hard,GPT-4o,negative,positive,0,positive,0,negative,1,positive,0
paper_130,DID,hard,o3,negative,negative,1,negative,1,positive,0,unstated,0
paper_130,DID,hard,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_130,DID,hard,Gemini,negative,positive,0,positive,0,negative,1,unstated,0
paper_131,EVENT_STUDY,easy,Kimi,positive,positive,1,positive,1,negative,0,negative,0
paper_131,EVENT_STUDY,easy,Sonnet,positive,positive,1,positive,1,positive,1,mixed,0
paper_131,EVENT_STUDY,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_131,EVENT_STUDY,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_131,EVENT_STUDY,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_131,EVENT_STUDY,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_132,EVENT_STUDY,medium,Kimi,negative,positive,0,positive,0,negative,1,mixed,0
paper_132,EVENT_STUDY,medium,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_132,EVENT_STUDY,medium,GPT-4o,negative,positive,0,positive,0,negative,1,negative,1
paper_132,EVENT_STUDY,medium,o3,negative,negative,1,positive,0,negative,1,negative,1
paper_132,EVENT_STUDY,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_132,EVENT_STUDY,medium,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_133,IV,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_133,IV,easy,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_133,IV,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_133,IV,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_133,IV,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_133,IV,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_134,IV,medium,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_134,IV,medium,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_134,IV,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_134,IV,medium,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_134,IV,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_134,IV,medium,Gemini,negative,negative,1,positive,0,positive,0,mixed,0
paper_135,IV,hard,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_135,IV,hard,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_135,IV,hard,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_135,IV,hard,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_135,IV,hard,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_135,IV,hard,Gemini,negative,positive,0,negative,1,negative,1,unstated,0
paper_136,RDD,medium,Kimi,positive,negative,0,negative,0,positive,1,positive,1
paper_136,RDD,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_136,RDD,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_136,RDD,medium,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_136,RDD,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_136,RDD,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_137,RDD,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_137,RDD,hard,Sonnet,positive,negative,0,negative,0,negative,0,negative,0
paper_137,RDD,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_137,RDD,hard,o3,positive,negative,0,negative,0,negative,0,mixed,0
paper_137,RDD,hard,Opus,positive,positive,1,positive,1,negative,0,unstated,0
paper_137,RDD,hard,Gemini,positive,negative,0,negative,0,negative,0,unstated,0
