paper_id,method,orig_method,difficulty,gt_m_level,gt_d_level,needs_human,L3_scoreable,L4_scoreable,Kimi-128k_L3_method_agree,Kimi-128k_L4_direction_agree,Kimi-128k_L3a,Kimi-128k_L3b,Kimi-128k_detected,Kimi-128k_direction,Claude-Sonnet_L3_method_agree,Claude-Sonnet_L4_direction_agree,Claude-Sonnet_L3a,Claude-Sonnet_L3b,Claude-Sonnet_detected,Claude-Sonnet_direction,GPT-4o_L3_method_agree,GPT-4o_L4_direction_agree,GPT-4o_L3a,GPT-4o_L3b,GPT-4o_detected,GPT-4o_direction,o3_L3_method_agree,o3_L4_direction_agree,o3_L3a,o3_L3b,o3_detected,o3_direction,Claude-Opus_L3_method_agree,Claude-Opus_L4_direction_agree,Claude-Opus_L3a,Claude-Opus_L3b,Claude-Opus_detected,Claude-Opus_direction,Gemini-2.5_L3_method_agree,Gemini-2.5_L4_direction_agree,Gemini-2.5_L3a,Gemini-2.5_L3b,Gemini-2.5_detected,Gemini-2.5_direction,GPT-5_L3_method_agree,GPT-5_L4_direction_agree,GPT-5_L3a,GPT-5_L3b,GPT-5_detected,GPT-5_direction
paper_189,DID,EVENT_STUDY,hard,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive
paper_190,RDD,EVENT_STUDY,medium,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,RDD,negative,1,0,1,0,RDD,negative,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive,1,0,1,0,RDD,negative,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive
paper_191,OTHER,EVENT_STUDY,medium,3of4_agree,2of4_plurality,0,0,1,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,1,0,1,IV,negative,0,0,0,0,IV,positive,0,0,0,0,DID,positive
paper_192,IV,IV,easy,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive
paper_193,DID,IV,hard,2of4_plurality,split,1,1,0,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,0,0,0,0,EVENT_STUDY,negative,0,0,0,0,IV,negative,0,0,0,0,EVENT_STUDY,negative,0,0,0,0,EVENT_STUDY,positive
paper_194,OTHER,IV,medium,3of4_agree,2of4_plurality,0,0,0,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive
paper_195,RDD,RDD,hard,3of4_agree,split,1,1,0,0,0,0,0,DID,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,0,0,0,0,DID,positive,1,0,1,0,RDD,positive
paper_196,DID,DID,easy,all4_agree,3of4_agree,0,1,0,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,positive
paper_197,OTHER,DID,medium,2of4_plurality,2of4_plurality,0,0,0,0,0,0,0,IV,positive,0,0,0,0,RDD,positive,0,0,0,0,RDD,positive,0,0,0,0,RDD,negative,0,0,0,0,RDD,negative,0,0,0,0,RDD,positive,0,0,0,0,IV,positive
paper_198,DID,DID,medium,all4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,negative,0,0,0,0,EVENT_STUDY,positive
paper_199,DID,EVENT_STUDY,easy,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,0,0,0,0,IV,positive
paper_200,UNSCORED,EVENT_STUDY,hard,split,2of4_plurality,1,0,1,0,0,0,0,DID,positive,0,1,0,1,IV,negative,0,1,0,1,DID,negative,0,1,0,1,IV,negative,0,1,0,1,DID,negative,0,1,0,1,DID,negative,0,1,0,1,DID,negative
paper_201,IV,IV,hard,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,IV,positive,1,0,1,0,IV,positive,1,0,1,0,IV,negative,1,0,1,0,IV,negative,1,0,1,0,IV,positive,1,0,1,0,IV,negative,1,0,1,0,IV,negative
paper_202,DID,IV,medium,2of4_plurality,split,1,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,negative,0,0,0,0,EVENT_STUDY,negative,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,EVENT_STUDY,negative
paper_204,DID,DID,medium,3of4_agree,split,1,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,negative,1,0,1,0,DID,positive
paper_205,DID,EVENT_STUDY,easy,2of4_plurality,2of4_plurality,0,1,1,1,1,1,1,DID,positive,0,1,0,1,EVENT_STUDY,positive,1,0,1,0,DID,negative,0,0,0,0,IV,negative,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive
paper_206,OTHER,EVENT_STUDY,hard,2of4_plurality,split,1,0,0,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,IV,positive,0,0,0,0,RDD,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,,positive
paper_207,OTHER,EVENT_STUDY,medium,3of4_agree,3of4_agree,0,0,0,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,positive
paper_208,RDD,RDD,medium,2of4_plurality,2of4_plurality,0,1,0,0,0,0,0,DID,positive,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive
paper_209,UNSCORED,RDD,medium,2of4_tie,split,1,0,0,0,0,0,0,DID,positive,0,0,0,0,RDD,positive,0,0,0,0,RDD,positive,0,0,0,0,RDD,negative,0,0,0,0,RDD,positive,0,0,0,0,RDD,positive,0,0,0,0,RDD,positive
paper_210,RDD,RDD,hard,all4_agree,2of4_plurality,0,1,0,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive
paper_211,DID,DID,easy,all4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,0,0,0,0,IV,negative,1,0,1,0,DID,negative,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,positive
paper_212,DID,EVENT_STUDY,hard,3of4_agree,2of4_plurality,0,1,1,1,0,1,0,DID,positive,1,1,1,1,DID,negative,1,1,1,1,DID,negative,1,1,1,1,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,1,1,1,DID,negative
paper_213,DID,EVENT_STUDY,hard,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,0,1,0,1,EVENT_STUDY,positive,1,1,1,1,DID,positive
paper_214,OTHER,EVENT_STUDY,easy,2of4_plurality,split,1,0,0,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive,0,0,0,0,DID,negative,0,0,0,0,DID,positive,0,0,0,0,DID,negative,0,0,0,0,DID,positive
paper_215,IV,IV,medium,3of4_agree,2of4_plurality,0,1,1,1,0,1,0,IV,negative,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive
paper_216,OTHER,IV,hard,2of4_plurality,split,1,0,0,0,0,0,0,RDD,,0,0,0,0,IV,positive,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive
paper_217,RDD,RDD,hard,all4_agree,3of4_agree,0,1,0,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive
paper_218,RDD,DID,medium,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive
paper_219,DID,DID,medium,2of4_plurality,split,1,1,0,1,0,1,0,DID,negative,0,0,0,0,IV,positive,1,0,1,0,DID,negative,1,0,1,0,DID,negative,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,negative
paper_220,OTHER,EVENT_STUDY,medium,3of4_agree,2of4_plurality,0,0,0,0,0,0,0,DID,positive,0,0,0,0,RDD,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,DID,positive,0,0,0,0,RDD,positive
paper_221,DID,EVENT_STUDY,medium,2of4_plurality,split,1,1,0,0,0,0,0,RDD,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,positive,1,0,1,0,DID,positive
paper_222,DID,EVENT_STUDY,hard,2of4_plurality,2of4_plurality,0,1,1,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive
paper_223,IV,IV,easy,2of4_plurality,split,1,1,0,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,1,0,1,0,IV,negative,1,0,1,0,IV,positive,1,0,1,0,IV,positive,1,0,1,0,IV,positive
paper_224,OTHER,IV,medium,2of4_plurality,split,1,0,0,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,negative,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive
paper_225,RDD,RDD,medium,3of4_agree,split,1,1,0,0,0,0,0,DID,negative,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive
paper_226,RDD,RDD,medium,2of4_plurality,split,1,1,0,0,0,0,0,DID,positive,0,0,0,0,EVENT_STUDY,positive,1,0,1,0,RDD,positive,0,0,0,0,DID,positive,1,0,1,0,RDD,positive,0,0,0,0,DID,positive,0,0,0,0,EVENT_STUDY,positive
paper_227,UNSCORED,DID,medium,split,split,1,0,0,0,0,0,0,DID,negative,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive
paper_228,UNSCORED,DID,hard,split,2of4_plurality,1,0,0,0,0,0,0,RDD,positive,0,0,0,0,IV,negative,0,0,0,0,IV,negative,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,negative,0,0,0,0,IV,positive
paper_229,DID,DID,medium,all4_agree,split,1,1,0,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,negative
paper_230,DID,DID,medium,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,0,1,0,1,IV,positive
paper_231,DID,DID,medium,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,DID,negative,1,0,1,0,DID,positive,1,1,1,1,DID,negative,1,1,1,1,DID,negative,1,0,1,0,DID,positive,1,1,1,1,DID,negative,1,1,1,1,DID,negative
paper_232,DID,DID,hard,all4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,negative,0,0,0,0,IV,positive,1,0,1,0,DID,positive,0,0,0,0,IV,positive
paper_233,OTHER,EVENT_STUDY,medium,2of4_plurality,split,1,0,0,0,0,0,0,RDD,positive,0,0,0,0,,negative,0,0,0,0,RDD,positive,0,0,0,0,,negative,0,0,0,0,RDD,negative,0,0,0,0,RDD,negative,0,0,0,0,,negative
paper_234,UNSCORED,EVENT_STUDY,medium,split,2of4_plurality,1,0,1,0,1,0,1,DID,negative,0,1,0,1,DID,negative,0,1,0,1,DID,negative,0,1,0,1,DID,negative,0,1,0,1,EVENT_STUDY,negative,0,1,0,1,EVENT_STUDY,negative,0,1,0,1,DID,negative
paper_235,DID,EVENT_STUDY,medium,3of4_agree,split,1,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,negative
paper_236,DID,EVENT_STUDY,medium,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,negative,0,0,0,0,RDD,positive,1,0,1,0,DID,positive,0,0,0,0,IV,positive,1,0,1,0,DID,positive,0,0,0,0,RDD,positive,0,0,0,0,EVENT_STUDY,positive
paper_237,IV,EVENT_STUDY,hard,2of4_plurality,2of4_plurality,0,1,1,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive
paper_238,DID,EVENT_STUDY,hard,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,negative,1,0,1,0,DID,negative,1,0,1,0,DID,,1,0,1,0,DID,negative
paper_239,DID,EVENT_STUDY,medium,2of4_plurality,split,1,1,0,1,0,1,0,DID,positive,0,0,0,0,,positive,1,0,1,0,DID,positive,0,0,0,0,RDD,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,RDD,positive,0,0,0,0,EVENT_STUDY,positive
paper_240,DID,EVENT_STUDY,medium,2of4_plurality,split,1,1,0,1,0,1,0,DID,,1,0,1,0,DID,negative,0,0,0,0,EVENT_STUDY,negative,1,0,1,0,DID,positive,0,0,0,0,EVENT_STUDY,negative,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,EVENT_STUDY,positive
paper_241,UNSCORED,EVENT_STUDY,medium,split,split,1,0,0,0,0,0,0,DID,negative,0,0,0,0,,negative,0,0,0,0,DID,,0,0,0,0,DID,negative,0,0,0,0,,negative,0,0,0,0,DID,positive,0,0,0,0,DID,positive
paper_242,OTHER,IV,medium,2of4_plurality,split,1,0,0,0,0,0,0,DID,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,DID,positive,0,0,0,0,DID,negative,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive
paper_243,DID,IV,medium,2of4_plurality,2of4_plurality,0,1,1,0,1,0,1,RDD,positive,0,1,0,1,RDD,positive,1,1,1,1,DID,positive,0,1,0,1,RDD,positive,0,1,0,1,IV,positive,0,1,0,1,RDD,positive,0,1,0,1,IV,positive
paper_244,IV,IV,medium,2of4_plurality,split,1,1,0,0,0,0,0,DID,positive,1,0,1,0,IV,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,1,0,1,0,IV,positive,1,0,1,0,IV,positive,1,0,1,0,IV,positive
paper_245,IV,IV,hard,2of4_plurality,2of4_plurality,0,1,1,0,1,0,1,DID,negative,0,1,0,1,DID,negative,0,1,0,1,RDD,negative,1,1,1,1,IV,negative,1,1,1,1,IV,negative,0,1,0,1,DID,negative,0,1,0,1,DID,negative
paper_246,OTHER,IV,medium,2of4_plurality,2of4_plurality,0,0,0,0,0,0,0,DID,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,,positive,0,0,0,0,RDD,positive,0,0,0,0,IV,positive
paper_247,DID,IV,medium,2of4_plurality,2of4_plurality,0,1,1,1,0,1,0,DID,negative,1,1,1,1,DID,positive,1,0,1,0,DID,negative,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,0,1,0,DID,negative,1,1,1,1,DID,positive
paper_248,DID,IV,medium,2of4_plurality,split,1,1,0,1,0,1,0,DID,positive,0,0,0,0,IV,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,1,0,1,0,DID,positive,0,0,0,0,IV,positive
paper_249,IV,IV,hard,2of4_plurality,2of4_plurality,0,1,1,0,1,0,1,DID,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,0,1,0,1,DID,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive,1,1,1,1,IV,positive
paper_250,UNSCORED,IV,medium,2of4_tie,2of4_plurality,1,0,0,0,0,0,0,DID,negative,0,0,0,0,IV,negative,0,0,0,0,IV,negative,0,0,0,0,RDD,negative,0,0,0,0,IV,negative,0,0,0,0,IV,negative,0,0,0,0,RDD,negative
paper_251,DID,IV,medium,3of4_agree,2of4_plurality,0,1,1,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,1,1,1,DID,positive,1,0,1,0,DID,negative,1,1,1,1,DID,positive
paper_252,OTHER,IV,medium,2of4_plurality,split,1,0,0,0,0,0,0,DID,negative,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,DID,negative,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,DID,positive
paper_253,DID,RDD,hard,3of4_agree,split,1,1,0,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive
paper_254,RDD,RDD,medium,2of4_plurality,2of4_plurality,0,1,0,0,0,0,0,DID,positive,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive,1,0,1,0,RDD,negative,1,0,1,0,RDD,negative,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive
paper_255,RDD,RDD,hard,3of4_agree,2of4_plurality,0,1,0,1,0,1,0,RDD,positive,1,0,1,0,RDD,,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,,1,0,1,0,RDD,positive
paper_256,RDD,RDD,medium,3of4_agree,split,1,1,0,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,negative,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive,1,0,1,0,RDD,positive
paper_257,DID,RDD,medium,3of4_agree,3of4_agree,0,1,1,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,0,1,0,DID,positive,1,1,1,1,DID,negative,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,EVENT_STUDY,positive
paper_258,RDD,RDD,medium,all4_agree,2of4_plurality,0,1,1,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,0,1,0,1,IV,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive,1,1,1,1,RDD,positive
paper_259,UNSCORED,RDD,medium,split,split,1,0,0,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive
paper_260,RDD,RDD,medium,2of4_plurality,split,1,1,0,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,negative,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive,0,0,0,0,IV,positive
paper_261,UNSCORED,RDD,medium,split,split,1,0,0,0,0,0,0,RDD,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,DID,positive,0,0,0,0,,positive
paper_262,OTHER,RDD,medium,3of4_agree,2of4_plurality,0,0,0,0,0,0,0,DID,positive,0,0,0,0,,negative,0,0,0,0,IV,positive,0,0,0,0,RDD,positive,0,0,0,0,,positive,0,0,0,0,EVENT_STUDY,positive,0,0,0,0,EVENT_STUDY,negative
